program_code,program_name,code,primaryname,strength,description
ESS_MEDS,VIA ESSENTIAL,07D03,Clonazepam; 1mg/mL; Injectável,1mg/mL,Clonazepam
ESS_MEDS,VIA ESSENTIAL,12A08,Leite de transicao; SEM DOSAGEM; Pó,Sem Dosagem,Leite de transicao
ESS_MEDS,VIA ESSENTIAL,11A04,"Cloreto de Sodio; 0,45%; Injectável","0,45%",Cloreto de Sodio
ESS_MEDS,VIA ESSENTIAL,19A01Y,"Imunoglobulina Humana Inespecifica 0,5mg/10mL Inj","0,5mg/10mL",Imunoglobulina Humana Inespecifica
ESS_MEDS,VIA ESSENTIAL,18E01,Dantroleno; Inj (20mg/70mL); 20mg/70mL; Injectável,20mg/70mL,Dantroleno; Inj (20mg/70mL)
ESS_MEDS,VIA ESSENTIAL,08A07Z,Amoxicilina trihidrato; 250mg; Cápsulas,250mg,Amoxicilina trihidrato
ESS_MEDS,VIA ESSENTIAL,20A11,"Hipoclorito de Sódio; 0,2%; Granulado","0,2%",Hipoclorito de SÑdio
ESS_MEDS,VIA ESSENTIAL,15A04,Linimento de calcario; 50g + 50g; Linimento,50g + 50g,Linimento de calcario
ESS_MEDS,VIA ESSENTIAL,15B18,"Metilprednisolona aceponato; 0,1%; Pomada","0,1%",Metilprednisolona aceponato
ESS_MEDS,VIA ESSENTIAL,23D11,Ligadura Gessada  ; 20cm X 3m; Rolo,20cm X 3m,Ligadura Gessada
ESS_MEDS,VIA ESSENTIAL,15H01,"Sulfureto de selenio; 2,5%; Loção","2,5%",Sulfureto de selenio
ESS_MEDS,VIA ESSENTIAL,02H0ZY,Fenipentol; 100mg; Comprimidos,100mg,Fenipentol
ESS_MEDS,VIA ESSENTIAL,05A10,Salbutamol; 500mcg/mL; Injectável,500mcg/mL,Salbutamol
ESS_MEDS,VIA ESSENTIAL,06F06,Factor VIII Coagulacao Humano ; 500 UI; Injectável,500 UI,Factor VIII Coagulacao Humano liofilizado
ESS_MEDS,VIA ESSENTIAL,25B02,Livro de  Registo  Diario de  ARVs-TARV Sem Dosagem Papel,Sem Dosagem,Livro de  Registo  Diario de  ARVs-TARV
ESS_MEDS,VIA ESSENTIAL,15C27,Violeta de genciana; 1%; Solução Aquosa,1%,Violeta de genciana
ESS_MEDS,VIA ESSENTIAL,25A09Y,Livro de Mapa de Resumo/Plano Dist/KIT  Sem Dosagem Papel,Sem Dosagem,Livro de Mapa de Resumo/Plano Dist/KIT
ESS_MEDS,VIA ESSENTIAL,07D08Z,Fenobarbital; 200mg/mL; Injectável,200mg/mL,Fenobarbital
ESS_MEDS,VIA ESSENTIAL,04F06,Levonorgestrel(Microlut) 30mcg Ciclo,30mcg,Levonorgestrel(Microlut)
ESS_MEDS,VIA ESSENTIAL,15A06,"Oleo de banho; 91,7% + 3%; Líquido","91,7% + 3%",Oleo de banho
ESS_MEDS,VIA ESSENTIAL,08M01,Clofazimina; 50mg; Cápsulas,50mg,Clofazimina
ESS_MEDS,VIA ESSENTIAL,16A03,Clorbut+Paradiclorob+Benzoc; 5%+2%+2%; Gotas auriculares,5%+2%+2%,Clorbut+Paradiclorob+Benzoc
ESS_MEDS,VIA ESSENTIAL,15B10,"Dexametasona+Clotrimazol; 0,1% + 1%; Créme","0,1% + 1%",Dexametasona+Clotrimazol
ESS_MEDS,VIA ESSENTIAL,04B03Z,"Metilergometrina; 0,2mg/mL; Injectável","0,2mg/mL",Metilergometrina
ESS_MEDS,VIA ESSENTIAL,04A01,Clindamicina; 20mg/g; Créme vaginal,20mg/g,Clindamicina
ESS_MEDS,VIA ESSENTIAL,08O09,"Primaquina,fosfato; 15mg; Comprimidos",15mg,"Primaquina,fosfato"
ESS_MEDS,VIA ESSENTIAL,08B06,Cefotaxima sodico; 500mg-frasco; Injectável,500mg-frasco,Cefotaxima sodico
ESS_MEDS,VIA ESSENTIAL,10A04,Furosemida; 20mg/2mL; Injectável,20mg/2mL,Furosemida
ESS_MEDS,VIA ESSENTIAL,22A05,TDR de Sifilis; Kit de 30; Tests,1,TDR de Sifilis
ESS_MEDS,VIA ESSENTIAL,07A02T,Acido acetil Salcilico; (650mg); Comprimidos,(650mg),Acido acetil Salcilico
ESS_MEDS,VIA ESSENTIAL,08K02Y,Cloranfenicol; 1g/4mL; Injectável,1g/4mL,Cloranfenicol
ESS_MEDS,VIA ESSENTIAL,15C08,Clotrimazol; 1%; Créme,1%,Clotrimazol
ESS_MEDS,VIA ESSENTIAL,20A12,Iodopovidona ; 4% 4g/100ml; Solução Aquosa,4% 4g/100ml,Iodopovidona
ESS_MEDS,VIA ESSENTIAL,22B05Z,Sulfato de Bario; 175g; Pó para Suspensão,175g,Sulfato de Bario
ESS_MEDS,VIA ESSENTIAL,04A06,Iodopovidona ginecologica; 100mg/mL; Solução,100mg/mL,Iodopovidona ginecologica
ESS_MEDS,VIA ESSENTIAL,02C02,Metoclopramida; 10mg/2mL; Injectável,10mg/2mL,Metoclopramida
ESS_MEDS,VIA ESSENTIAL,11A10,Cloreto de sodio; 20mL 20%; Injectável,20mL 20%,Cloreto de sodio
ESS_MEDS,VIA ESSENTIAL,15B0Z,Betametasona+Neomicina; 1g+5g; Pomada,1g+5g,Betametasona+Neomicina
ESS_MEDS,VIA ESSENTIAL,15E01,Isotretinoina; 10mg; Cápsulas,10mg,Isotretinoina
ESS_MEDS,VIA ESSENTIAL,15A10,Oxido de zinco+Talco; 25g + 25g; Pasta,25g + 25g,Oxido de zinco+Talco
ESS_MEDS,VIA ESSENTIAL,08G03,"Tetraciclina, hidrocloreto; 500mg; Cápsulas",500mg,"Tetraciclina, hidrocloreto"
ESS_MEDS,VIA ESSENTIAL,20A15,Sulfadiazina de prata; 1% 1g/100g; Créme,1% 1g/100g,Sulfadiazina de prata
ESS_MEDS,VIA ESSENTIAL,23A02,Adesivo Esparadrapo(Transpore); 10cm X10m; Rolo,10cm X10m,Adesivo Esparadrapo(Transpore)
ESS_MEDS,VIA ESSENTIAL,08S30ZZ,Raltegravir 400mg 60Comp Embalagem,400mg 60Comp,Raltegravir
ESS_MEDS,VIA ESSENTIAL,08K03Z,Cloranfenicol; 125mg/5mL; Suspensão,125mg/5mL,Cloranfenicol
ESS_MEDS,VIA ESSENTIAL,04A05,Iodopovidona ginecologico; 100 mg/g; Gel,100 mg/g,Iodopovidona ginecologico
ESS_MEDS,VIA ESSENTIAL,05A03,Beclometasona; 100mcg/inalacao; Aerosol,100mcg/inalacao,Beclometasona
ESS_MEDS,VIA ESSENTIAL,15A03,"Lanolina; 0,2% 20g; Créme","0,2% 20g",Lanolina
ESS_MEDS,VIA ESSENTIAL,06D02,"Heparina de baixo peso molecul; 4000UI/0,4mL; Injectável","4000UI/0,4mL",Heparina de baixo peso molecular
ESS_MEDS,VIA ESSENTIAL,24B03Z,Seringa para Depoprovera  1ml Inj,1ml,Seringa para Depoprovera
ESS_MEDS,VIA ESSENTIAL,06D01Z,Heparina Sodica; 5000UI/5mL; Injectável,5000UI/5mL,Heparina Sodica
ESS_MEDS,VIA ESSENTIAL,23D08,Ligadura Gessada  ; 10cm X 3m; Rolo,10cm X 3m,Ligadura Gessada
ESS_MEDS,VIA ESSENTIAL,06A05,Hidroxicobalamina acetato B12; 1mg/mL; Injectável,1mg/mL,Hidroxicobalamina acetato B12
ESS_MEDS,VIA ESSENTIAL,15C05,Bacitracina; 1% 15g; Pomada,1% 15g,Bacitracina
ESS_MEDS,VIA ESSENTIAL,08M0ZZ,Dapsona+Clofazimina+Rifampicin; 50+50+150mg; Comprimidos,50+50+150mg,Dapsona+Clofazimina+Rifampicina
ESS_MEDS,VIA ESSENTIAL,02A03Y,Hidrox de Alumin+Magn; 225 +200mg/5mL; Suspensão,225 +200mg/5mL,Hidrox de Alumin+Magn
ESS_MEDS,VIA ESSENTIAL,08O05Z,Artemeter+Lumefantrina; 120mg+20mg 2x6; Comprimidos,120mg+20mg 2x6,Artemeter+Lumefantrina
ESS_MEDS,VIA ESSENTIAL,08S30Z,Darunavir; 300mg 120Comp; Embalagem,300mg 120Comp,Darunavir
ESS_MEDS,VIA ESSENTIAL,18F05,"Neostigmina 0,5mg/mL Inj","0,5mg/mL",Neostigmina
ESS_MEDS,VIA ESSENTIAL,05B01,Benzoato de sodio; 3 g/100mL; Xarope,3 g/100mL,Benzoato de sodio
ESS_MEDS,VIA ESSENTIAL,01C02,Hidralazina; 25mg; Comprimidos,25mg,Hidralazina
ESS_MEDS,VIA ESSENTIAL,19B08,Vacina BCG 20 doses; 1ml; Injectável,1ml,Vacina BCG 20 doses
ESS_MEDS,VIA ESSENTIAL,15B15,Hidrocortisona butirato; 2%; Loção Capilar,2%,Hidrocortisona butirato
ESS_MEDS,VIA ESSENTIAL,18D02,Pancuronio; 4mg/2mL; Injectável,4mg/2mL,Pancuronio
ESS_MEDS,VIA ESSENTIAL,02F02,Prednisolona fosfato sódico; 20mg; Enema,20mg,Prednisolona fosfato sÑdico
MMIA,MMIA,08S18Z,Tenofovir/Lamivudina; 300mg+300mg 30Comp; Embalagem,300mg+300mg Comp,Tenofovir/Lamivudina
ESS_MEDS,VIA ESSENTIAL,20A10,"Hipoclorito de sodio; 0,025% 250 ppm; Solução","0,025% 250 ppm",Hipoclorito de sodio
ESS_MEDS,VIA ESSENTIAL,18C08,Lidocaina; 10%-10mg; Spray,10%-10mg,Lidocaina
ESS_MEDS,VIA ESSENTIAL,15C01,Aciclovir; 5%; Créme,5%,Aciclovir
ESS_MEDS,VIA ESSENTIAL,24D07,"Cateter periferico c/ agulha, valvula de injeccao e abas 26G, Radiopaco unidade Embalagem",unidade,"Cateter periferico c/ agulha, valvula de injeccao e abas 26G, Radiopaco"
ESS_MEDS,VIA ESSENTIAL,04F0ZZ,"Etinilestradiol; 0,01mg 10mcg; Comprimidos","0,01mg 10mcg",Etinilestradiol
ESS_MEDS,VIA ESSENTIAL,22A03Z,Tuberculina purificada; 10 TU; Injectável,10 TU,Tuberculina purificada
ESS_MEDS,VIA ESSENTIAL,07J16,Risperidona; 3mg; Comprimidos,3mg,Risperidona
ESS_MEDS,VIA ESSENTIAL,09D03,"Vinblastina, sulfato; 10mg/10mL; Injectável",10mg/10mL,"Vinblastina, sulfato"
MMIA,MMIA,08S40Z,"Lamivudina+Zidovudina; 30mg+60mg, 60 Comprimidos; Embalagem","30mg+60mg, Comprimidos",Lamivudina+Zidovudina
ESS_MEDS,VIA ESSENTIAL,12B05,Glicose; 500ml 30%; Injectável,500ml 30%,Glicose
ESS_MEDS,VIA ESSENTIAL,08D01,Amikacina sulfato; 250mg/2mL-ampola; Injectável,250mg/2mL-ampola,Amikacina sulfato
ESS_MEDS,VIA ESSENTIAL,23B02,Algodao Oftalmologico ; 500g; Rolo,500g,Algodao Oftalmologico
ESS_MEDS,VIA ESSENTIAL,14E02,Cloroquina difosfato; 150mg de cloroquina-base; Comprimidos,150mg de cloroquina-base,Cloroquina difosfato
ESS_MEDS,VIA ESSENTIAL,08O10,Quinina sulfato; 100mg; Comprimidos,100mg,Quinina sulfato
ESS_MEDS,VIA ESSENTIAL,17B03Z,"Fenilefrina; 2,5%; Colírio","2,5%",Fenilefrina
ESS_MEDS,VIA ESSENTIAL,08S41,Zidovudina/Lamivudina/Abacavir; 300mg+150mg+300mg 60Comp; Embalagem,300mg+150mg+300mg 60Comp,Zidovudina/Lamivudina/Abacavir
ESS_MEDS,VIA ESSENTIAL,08H06Z,Norfloxacina; 100mg; Cápsulas,100mg,Norfloxacina
ESS_MEDS,VIA ESSENTIAL,12D07,Colecalciferol (Vit D); 560UI; Gotas Orais,560UI,Colecalciferol (Vit D)
ESS_MEDS,VIA ESSENTIAL,09C03,Fluorouracilo; 5%; Créme,5%,Fluorouracilo
ESS_MEDS,VIA ESSENTIAL,05A11,Salbutamol ; 5mg/mL; Solução para Nebulização,5mg/mL,Salbutamol
ESS_MEDS,VIA ESSENTIAL,20A04Z,Etanol a 99% Líquido,99%,Etanol a
ESS_MEDS,VIA ESSENTIAL,07D10,Gabapentina; 300mg; Cápsulas,300mg,Gabapentina
ESS_MEDS,VIA ESSENTIAL,08O01,"Amodiaquina,hidrocloreto; 261mg (200mg base); Comprimidos",261mg (200mg base),"Amodiaquina,hidrocloreto"
ESS_MEDS,VIA ESSENTIAL,09G04,Letrozole; SEM DOSAGEM; Comprimidos,Sem Dosagem,Letrozole
ESS_MEDS,VIA ESSENTIAL,08L08,Rifampicina+Isoniazida+Pirazin; 150mg+75mg+400mg+275mg; Comprimidos,150mg+75mg+400mg+275mg,Rifampicina+Isoniazida+Pirazinamida+Etambutol
ESS_MEDS,VIA ESSENTIAL,01C01Z,Hidralazina; 20mg/mL; Injectável,20mg/mL,Hidralazina
ESS_MEDS,VIA ESSENTIAL,06F06Y,"Factor de Coagulacao Humana II,VII,IX,X,Inj(500UI) 500 UI Inj",500 UI,"Factor de Coagulacao Humana II,VII,IX,X,Inj(500UI)"
ESS_MEDS,VIA ESSENTIAL,04B05Z,Oxitocina; 10UI/mL; Injectável,10UI/mL,Oxitocina
ESS_MEDS,VIA ESSENTIAL,07J14,Clozapina; 50mg/2mL; Injectável,50mg/2mL,Clozapina
ESS_MEDS,VIA ESSENTIAL,01A05,Dopamina HCL; 200mg/5mL; Injectável,200mg/5mL,Dopamina HCL
ESS_MEDS,VIA ESSENTIAL,10A0ZZ,Clortalidona; 50mg; Comprimidos,50mg,Clortalidona
ESS_MEDS,VIA ESSENTIAL,08A13,"Flucloxacilina, Sodica; 250mg; Cápsulas",250mg,"Flucloxacilina, Sodica"
ESS_MEDS,VIA ESSENTIAL,25A06,Livro de Receita Medica Sem Dosagem Papel,Sem Dosagem,Livro de Receita Medica
ESS_MEDS,VIA ESSENTIAL,09B05,Doxorubicina; 50mg; Injectável,50mg,Doxorubicina
ESS_MEDS,VIA ESSENTIAL,17B01Z,"Atropina; 0,5%; Colírio","0,5%",Atropina
ESS_MEDS,VIA ESSENTIAL,01J01,Bezafibrato; 200mg; Comprimidos,200mg,Bezafibrato
ESS_MEDS,VIA ESSENTIAL,02C01,Metoclopramida; 10mg; Comprimidos,10mg,Metoclopramida
ESS_MEDS,VIA ESSENTIAL,23A10,Adesivo Transparente  10cm X 10m Rolo,10cm X 10m,Adesivo Transparente
ESS_MEDS,VIA ESSENTIAL,16C02,Cromoglicato de Sódio; 2%; Spray nasal,2%,Cromoglicato de SÑdio
ESS_MEDS,VIA ESSENTIAL,02G02Z,Pancrealipase; 33500 + 33500 + 8040UI; Cápsulas,33500 + 33500 + 8040UI,Pancrealipase
ESS_MEDS,VIA ESSENTIAL,08D04,Gentamicina; 20mg/2mL-ampola; Injectável,20mg/2mL-ampola,Gentamicina
ESS_MEDS,VIA ESSENTIAL,15C13,Eosina dermica; 2%; Solução alcoólica,2%,Eosina dermica
ESS_MEDS,VIA ESSENTIAL,12A09X,Isoflagen; 50mg; Cápsulas,50mg,Isoflagen
ESS_MEDS,VIA ESSENTIAL,04E07,Testosterona enantato; 250mg/mL; Injectável,250mg/mL,Testosterona enantato
ESS_MEDS,VIA ESSENTIAL,16D04,Miconazol nitrato ; 2%; Gel oral,2%,Miconazol nitrato
ESS_MEDS,VIA ESSENTIAL,24B09,Seringa 20 ml  ; SEM DOSAGEM; Embalagem,Sem Dosagem,Seringa 20 ml
ESS_MEDS,VIA ESSENTIAL,08O06,Artesunato; 50mg; Comprimidos,50mg,Artesunato
ESS_MEDS,VIA ESSENTIAL,12C04,Sulfato de Zinco; 20mg; Comprimidos,20mg,Sulfato de Zinco
ESS_MEDS,VIA ESSENTIAL,19B02,"Vacina anti-hepatite B 10 dose; 0,2mcg/ml; Injectável","0,2mcg/ml",Vacina anti-hepatite B 10 doses
ESS_MEDS,VIA ESSENTIAL,07G05,Imipramina; 25mg/2mL; Injectável,25mg/2mL,Imipramina
ESS_MEDS,VIA ESSENTIAL,07D11,Lamotrigina; 50mg; Comprimidos,50mg,Lamotrigina
ESS_MEDS,VIA ESSENTIAL,15C06,Bacitracina; 1% 30g; Pomada,1% 30g,Bacitracina
ESS_MEDS,VIA ESSENTIAL,09A03,Ciclofosfamida; 500mg; Injectável,500mg,Ciclofosfamida
ESS_MEDS,VIA ESSENTIAL,08A0ZW,Cloxacilina; 50mg/mL; Injectável,50mg/mL,Cloxacilina
ESS_MEDS,VIA ESSENTIAL,15A01,"Acetato de aluminio; 0,65%; Loção Aquosa","0,65%",Acetato de aluminio
ESS_MEDS,VIA ESSENTIAL,12D16,Tiamina (Vitamina B1); 100mg; Comprimidos,100mg,Tiamina (Vitamina B1)
ESS_MEDS,VIA ESSENTIAL,04D03,Estrogenios conjugados; 625mcg/g; Créme vaginal,625mcg/g,Estrogenios conjugados
ESS_MEDS,VIA ESSENTIAL,20A08,Clorexidina; 2g/400ml; Spray,2g/400ml,Clorexidina
ESS_MEDS,VIA ESSENTIAL,07F01,Biperideno Hidrocloreto; 2mg; Comprimidos,2mg,Biperideno Hidrocloreto
ESS_MEDS,VIA ESSENTIAL,08C01,Imipenem+Cilastatina; 500mg + 500mg-ampola; Injectável,500mg + 500mg-ampola,Imipenem+Cilastatina
ESS_MEDS,VIA ESSENTIAL,08A10,Amoxicilina+Acido clavulanico; 250mg + 125mg; Comprimidos,250mg + 125mg,Amoxicilina+Acido clavulanico
ESS_MEDS,VIA ESSENTIAL,07B10,"Tramadol, Hidrocloreto; 100mg; Comprimidos",100mg,"Tramadol, Hidrocloreto"
ESS_MEDS,VIA ESSENTIAL,17C06,Iodopovidona; 10%; Solução,10%,Iodopovidona
ESS_MEDS,VIA ESSENTIAL,11A25,"Solução p/ Diálise peritoneal ; 2,5%; Injectável","2,5%",SoluÜo p/ Diàlise peritoneal c/ Glicose
ESS_MEDS,VIA ESSENTIAL,13A06,Hidroxizina HCl; 50 mg/mL; Injectável,50 mg/mL,Hidroxizina HCl
ESS_MEDS,VIA ESSENTIAL,08S24,Amprenavir (APV); 150mg; Embalagem,150mg,Amprenavir (APV)
ESS_MEDS,VIA ESSENTIAL,15A02,"Creme aquoso; 0,2%; Créme","0,2%",Creme aquoso
ESS_MEDS,VIA ESSENTIAL,07G01,Amitriptilina; 10mg; Comprimidos,10mg,Amitriptilina
ESS_MEDS,VIA ESSENTIAL,07D02,Clonazepam; 2mg; Comprimidos,2mg,Clonazepam
ESS_MEDS,VIA ESSENTIAL,08L03,Isoniazida; 300mg; Comprimidos,300mg,Isoniazida
ESS_MEDS,VIA ESSENTIAL,08D05Y,Kanamicina; 2g/10mL-ampola; Injectável,2g/10mL-ampola,Kanamicina
ESS_MEDS,VIA ESSENTIAL,07B09,"Tramadol, Hidrocloreto; 50mg; Comprimidos",50mg,"Tramadol, Hidrocloreto"
ESS_MEDS,VIA ESSENTIAL,15B11,Hidrocortisona acetato; 1%; Créme,1%,Hidrocortisona acetato
ESS_MEDS,VIA ESSENTIAL,08E01,"Clindamicina,hidrocloreto; 150mg; Cápsulas",150mg,"Clindamicina,hidrocloreto"
ESS_MEDS,VIA ESSENTIAL,16A04,Fenazona+Procaina; 5g + 1g; Gotas auriculares,5g + 1g,Fenazona+Procaina
ESS_MEDS,VIA ESSENTIAL,06F02,Acido tranexamico; 500mg/5mL; Injectável,500mg/5mL,Acido tranexamico
ESS_MEDS,VIA ESSENTIAL,07J03,Clorpromazina; 25mg/2mL; Injectável,25mg/2mL,Clorpromazina
ESS_MEDS,VIA ESSENTIAL,18A02,"Isoflurano; 0,2%; Líquido","0,2%",Isoflurano
ESS_MEDS,VIA ESSENTIAL,15D01,Acido salicílico; 5%; Pomada,5%,Acido salicÕlico
ESS_MEDS,VIA ESSENTIAL,06F06Z,Factor de coagulacao VIII; 1000UI; Injectável,1000UI,Factor de coagulacao VIII
ESS_MEDS,VIA ESSENTIAL,01C04,Metildopa; 250mg; Comprimidos,250mg,Metildopa
ESS_MEDS,VIA ESSENTIAL,12B08,Lipidos+aminoacidos e glicose 1876 Kcal,1876 Kcal,Lipidos+aminoacidos e glicose
ESS_MEDS,VIA ESSENTIAL,08M0XZ,Dapsona+Rifampicina infantil; 50mg+150mg; Comprimidos,50mg+150mg,Dapsona+Rifampicina infantil
ESS_MEDS,VIA ESSENTIAL,08B0WZ,Cefalexina; 250mg; Cápsulas,250mg,Cefalexina
ESS_MEDS,VIA ESSENTIAL,18C06,Lidocaina; 1%-10mg/ml- Ampola; Injectável,1%-10mg/ml- Ampola,Lidocaina
ESS_MEDS,VIA ESSENTIAL,07J05Z,Flufenazina; 25mg/mL; Injectável,25mg/mL,Flufenazina
ESS_MEDS,VIA ESSENTIAL,15F05,Podofilina; 20%; Solução alcoólica,20%,Podofilina
ESS_MEDS,VIA ESSENTIAL,02D01,Bisacodil; 5mg; Comprimidos,5mg,Bisacodil
ESS_MEDS,VIA ESSENTIAL,22A08,TDR de Malaria; kit de 25; Tests,kit de 25,TDR de Malaria
ESS_MEDS,VIA ESSENTIAL,04F08Z,"Levonor+Etinil (Microgynon); Microgynon; Ciclo0,15mg + 0,03; Ciclo","Microgynon; Ciclo0,15mg + 0,03mg",Levonor+Etinil (Microgynon)
ESS_MEDS,VIA ESSENTIAL,18C09Z,Lidocaina Hiperbarica; 100mg/2mL; Injectável,100mg/2mL,Lidocaina Hiperbarica
ESS_MEDS,VIA ESSENTIAL,22A01,Carmin de indigo; 80mg/10ml; Injectável,80mg/10mL,Carmin de indigo
ESS_MEDS,VIA ESSENTIAL,08A07,Amoxicilina trihidrato; 500mg; Cápsulas,500mg,Amoxicilina trihidrato
MMIA,MMIA,08S19,Efavirenz (EFV); 50mg 30Caps; Embalagem,50mg Caps,Efavirenz (EFV)
ESS_MEDS,VIA ESSENTIAL,08F04,Claritromicina; 500mg-ampola; Injectável,500mg-ampola,Claritromicina
ESS_MEDS,VIA ESSENTIAL,01A03Z,"Digoxina; 0,25mg/2mL; Injectável","0,25mg/2mL",Digoxina
ESS_MEDS,VIA ESSENTIAL,18B01,Etomidato; 2mg/mL; Injectável,2mg/mL,Etomidato
ESS_MEDS,VIA ESSENTIAL,11A13,Glicose (Dextrose); 250mL 5%; Injectável,250mL 5%,Glicose (Dextrose)
ESS_MEDS,VIA ESSENTIAL,07J03Y,Cloropromazina; 50mg/2mL; Injectável,50mg/2mL,Cloropromazina
ESS_MEDS,VIA ESSENTIAL,14A01Z,Diclofenac; 25mg; Comprimidos,25mg,Diclofenac
ESS_MEDS,VIA ESSENTIAL,21A05,"Desferroxiamina mexilato; 0,5g; Injectável","0,5g",Desferroxiamina mexilato
ESS_MEDS,VIA ESSENTIAL,04A07,Metronidazol; 500mg; Óvulo vaginal,500mg,Metronidazol
ESS_MEDS,VIA ESSENTIAL,02D04,Glicerina adulto; 3 g; Supositório,3 g,Glicerina adulto
ESS_MEDS,VIA ESSENTIAL,06F07Z,"Fitomenadiona (Vit K1); 0,5mg/mL; Injectável","0,5mg/mL",Fitomenadiona (Vit K1)
ESS_MEDS,VIA ESSENTIAL,05A12,Salbutamol; 2mg/5mL; Xarope,2mg/5mL,Salbutamol
ESS_MEDS,VIA ESSENTIAL,17F08,"Hidroxipropilmetilcelulose; 1,75%; Solução Aquosa","1,75%",Hidroxipropilmetilcelulose
ESS_MEDS,VIA ESSENTIAL,08F07Y,"Eritromicina Etilsuccinato; 2,5mg/mL; Injectável","2,5mg/mL",Eritromicina Etilsuccinato
ESS_MEDS,VIA ESSENTIAL,05B0ZZ,Ciclidrol; 8mg/mL; Xarope,8mg/mL,Ciclidrol
ESS_MEDS,VIA ESSENTIAL,07A0WZ,Metamizol; 5g/100mL; Xarope,5g/100mL,Metamizol
ESS_MEDS,VIA ESSENTIAL,07A0ZX,Paracetamol+Codeina; 500mg+30mg; Comprimidos,500mg+30mg,Paracetamol+Codeina
ESS_MEDS,VIA ESSENTIAL,08O05,Artemeter+Lumefantrina; 120mg+20mg 1x6; Comprimidos,120mg+20mg 1x6,Artemeter+Lumefantrina
ESS_MEDS,VIA ESSENTIAL,24B06,Seringa 3 ml  ; SEM DOSAGEM; Embalagem,Sem Dosagem,Seringa 3 ml
ESS_MEDS,VIA ESSENTIAL,09A06,Estramustina fosfato; 140mg; Injectável,140mg,Estramustina fosfato
ESS_MEDS,VIA ESSENTIAL,19B12,"Vacina pneumococica conjugada 0,5ml Inj frasco","0,5ml",Vacina pneumococica conjugada
ESS_MEDS,VIA ESSENTIAL,26B04,Saquinhos para reembalagem de ; 10cmx10cm; Embalagem,10cmx10cm,Saquinhos para reembalagem de medicamentos
ESS_MEDS,VIA ESSENTIAL,06D01,Heparina Sodica; 25 000 UI/5mL; Injectável,25 000 UI/5mL,Heparina Sodica
ESS_MEDS,VIA ESSENTIAL,08G01,Doxiciclina Hidrocloreto; 100mg; Cápsulas,100mg,Doxiciclina Hidrocloreto
ESS_MEDS,VIA ESSENTIAL,02A0ZZ,Cimetidina; 200mg; Comprimidos,200mg,Cimetidina
ESS_MEDS,VIA ESSENTIAL,12A0ZY,Leite terapeutico F-75; SEM DOSAGEM; Pó,Sem Dosagem,Leite terapeutico F-75
MMIA,MMIA,08S01,"Abacavir sulfato (ABC) 300mg,60comp Embalagem","300mg,comp",Abacavir sulfato (ABC)
ESS_MEDS,VIA ESSENTIAL,15G01Z,"Calamina; 0,2%; Créme","0,2%",Calamina
ESS_MEDS,VIA ESSENTIAL,08O17,Sulfadiazina; 500mg; Comprimidos,500mg,Sulfadiazina
ESS_MEDS,VIA ESSENTIAL,05A03Z,Beclometasona; 50mcg/inalacao; Aerosol,50mcg/inalacao,Beclometasona
ESS_MEDS,VIA ESSENTIAL,07J10,Tioridazina; 100mg; Comprimidos,100mg,Tioridazina
ESS_MEDS,VIA ESSENTIAL,18A0ZZ,"Peroxido de azoto; 0,2%; Gás","0,2%",Peroxido de azoto
ESS_MEDS,VIA ESSENTIAL,09A01,Bussulfano; 2mg; Comprimidos,2mg,Bussulfano
ESS_MEDS,VIA ESSENTIAL,24A04,"Agulha Hipodermica ; 1,20x38mm; Embalagem","1,20x38mm",Agulha Hipodermica
ESS_MEDS,VIA ESSENTIAL,12A0ZW,Leite adaptado para recém nasc; SEM DOSAGEM; Pó,Sem Dosagem,Leite adaptado para rec_m nascidos de baixo peso
ESS_MEDS,VIA ESSENTIAL,08F06,"Eritromicina, estearato; 500mg; Comprimidos",500mg,"Eritromicina, estearato"
ESS_MEDS,VIA ESSENTIAL,04F09,"Copper T380 dispositivo ; 0,2%; DIU","0,2%",Copper T380 dispositivo
ESS_MEDS,VIA ESSENTIAL,06F07Y,Fitomenadiona (Vit K1); 1mg/mL; Injectável,1mg/mL,Fitomenadiona (Vit K1)
ESS_MEDS,VIA ESSENTIAL,04B03Y,"Metilergometrina; 0,5mg/mL; Injectável","0,5mg/mL",Metilergometrina
ESS_MEDS,VIA ESSENTIAL,07A05,Paracetamol; 250mg; Supositório,250mg,Paracetamol
ESS_MEDS,VIA ESSENTIAL,08O0YZ,Artimisina; 40mg; Comprimidos,40mg,Artimisina
ESS_MEDS,VIA ESSENTIAL,15A07,"Oleo de banho saq; 0,2%; Saquetas","0,2%",Oleo de banho saq
ESS_MEDS,VIA ESSENTIAL,02D06Z,"Lactulose; 66,7% 667mg/mL; Solução","66,7% 667mg/mL",Lactulose
ESS_MEDS,VIA ESSENTIAL,17A07,"Timolol; 0,5%; Colírio","0,5%",Timolol
ESS_MEDS,VIA ESSENTIAL,08N02,Dietilcarbamazina; 50mg; Comprimidos,50mg,Dietilcarbamazina
ESS_MEDS,VIA ESSENTIAL,08S30X,Atazanavir; 150mg 60Caps; Embalagem,150mg 60Caps,Atazanavir
ESS_MEDS,VIA ESSENTIAL,14A0Z,Diclofenac ; 1%; Gel,1%,Diclofenac
ESS_MEDS,VIA ESSENTIAL,17D02,"Hidrocortisona acetato; 0,5%; Pomada oftálmica","0,5%",Hidrocortisona acetato
